property_code,project_no,sale_date,completed_100,turnover_date,collected_date,SLA_turnover,SLA_collection,status,sale_completed
CEN0049,CENPH08,9/25/2018,4/26/2011,12/1/2018,1/14/2019,1,1.446575342,Sold,TRUE
CEN0050,CENPH08,11/12/2015,4/26/2011,12/31/2015,2/11/2016,1.033333333,1.380821918,Sold,TRUE
CEN0051,CENPH08,3/5/2017,4/26/2011,6/13/2017,8/12/2017,2.233333333,1.97260274,Sold,TRUE
CEN0052,CENPH08,3/17/2012,4/26/2011,5/4/2012,8/7/2012,3.233333333,3.123287671,Sold,TRUE
CEN0053,CENPH08,8/15/2018,4/26/2011,11/19/2018,1/12/2019,2.166666667,1.775342466,Sold,TRUE
CEN0054,CENPH08,4/8/2013,4/26/2011,6/29/2013,9/12/2013,2.233333333,2.465753425,Sold,TRUE
CEN0055,CENPH08,4/4/2020,4/26/2011,7/30/2020,9/21/2020,1.066666667,1.742465753,Sold,TRUE
CEN0056,CENPH08,6/19/2018,4/26/2011,9/22/2018,11/5/2018,2.2,1.446575342,Sold,TRUE
CEN0057,CENPH08,10/4/2014,4/26/2011,12/5/2014,1/18/2015,0.866666667,1.446575342,Sold,TRUE
CEN0058,CENPH08,10/4/2014,4/26/2011,1/14/2015,2/26/2015,1.7,1.41369863,Sold,TRUE
CEN0059,CENPH08,8/6/2010,4/26/2011,6/30/2011,9/9/2011,2.166666667,2.334246575,Sold,FALSE
CEN0060,CENPH08,3/17/2018,4/26/2011,5/15/2018,7/12/2018,2.066666667,1.906849315,Sold,TRUE
CEN0061,CENPH08,6/27/2014,4/26/2011,10/7/2014,11/23/2014,1.6,1.545205479,Sold,TRUE
CEN0062,CENPH08,9/2/2012,4/26/2011,11/20/2012,1/19/2013,2.933333333,1.97260274,Sold,TRUE
CEN0063,CENPH08,11/5/2014,4/26/2011,12/20/2014,2/3/2015,0.966666667,1.479452055,Sold,TRUE
CEN0064,CENPH08,4/15/2019,4/26/2011,6/13/2019,7/28/2019,2.4,1.479452055,Sold,TRUE
CEN0065,CENPH08,11/7/2015,4/26/2011,2/13/2016,4/5/2016,2.133333333,1.709589041,Sold,TRUE
CEN0066,CENPH08,11/14/2015,4/26/2011,2/11/2016,3/30/2016,2.566666667,1.578082192,Sold,TRUE
CEN0067,CENPH08,11/11/2015,4/26/2011,12/29/2015,2/16/2016,1,1.610958904,Sold,TRUE
CEN0068,CENPH08,2/1/2020,4/26/2011,5/6/2020,6/27/2020,1.066666667,1.709589041,Sold,TRUE
CEN0069,CENPH08,7/7/2016,4/26/2011,8/30/2016,10/19/2016,1.766666667,1.643835616,Sold,TRUE
CEN0070,CENPH08,2/12/2015,4/26/2011,6/3/2015,7/14/2015,1.2,1.347945205,Sold,TRUE
CEN0071,CENPH08,12/14/2010,4/26/2011,5/27/2011,7/31/2011,1.033333333,2.136986301,Sold,FALSE
CEN0072,CENPH08,9/27/2015,4/26/2011,11/10/2015,12/30/2015,1.1,1.643835616,Sold,TRUE
CEN0073,CENPH08,8/26/2011,4/26/2011,11/17/2011,1/3/2012,3.1,1.545205479,Sold,TRUE
CEN0074,CENPH08,4/14/2016,4/26/2011,8/2/2016,9/27/2016,1.533333333,1.84109589,Sold,TRUE
CEN0075,CENPH08,11/8/2017,4/26/2011,1/2/2018,2/27/2018,3.166666667,1.84109589,Sold,TRUE
CEN0076,CENPH08,4/26/2013,4/26/2011,6/29/2013,9/15/2013,2.133333333,2.564383562,Sold,TRUE
CEN0077,CENPH08,9/19/2016,4/26/2011,11/24/2016,1/12/2017,2.666666667,1.610958904,Sold,TRUE
CEN0078,CENPH08,10/9/2010,4/26/2011,7/1/2011,8/21/2011,2.2,1.676712329,Sold,FALSE
CEN0079,CENPH08,7/20/2018,4/26/2011,11/7/2018,1/3/2019,1.433333333,1.873972603,Sold,TRUE
CEN0080,CENPH08,2/13/2014,4/26/2011,5/18/2014,6/27/2014,2.3,1.315068493,Sold,TRUE
CEN0081,CENPH08,4/12/2011,4/26/2011,6/30/2011,9/7/2011,2.166666667,2.268493151,Sold,FALSE
CEN0082,CENPH08,3/10/2011,4/26/2011,6/29/2011,9/13/2011,2.133333333,2.498630137,Sold,FALSE
CEN0083,CENPH08,9/16/2015,4/26/2011,11/3/2015,12/17/2015,1.3,1.446575342,Sold,TRUE
CEN0084,CENPH08,12/23/2012,4/26/2011,4/3/2013,7/2/2013,1.333333333,2.95890411,Sold,TRUE
CEN0085,CENPH08,11/28/2014,4/26/2011,2/17/2015,4/13/2015,2.066666667,1.808219178,Sold,TRUE
CEN0086,CENPH08,12/15/2009,4/26/2011,6/3/2011,8/31/2011,1.266666667,2.926027397,Sold,FALSE
CEN0087,CENPH08,4/27/2010,4/26/2011,6/7/2011,8/10/2011,1.4,2.104109589,Sold,FALSE
CEN0088,CENPH08,9/25/2012,4/26/2011,11/24/2012,1/29/2013,0.933333333,2.169863014,Sold,TRUE
CEN0089,CENPH08,1/4/2011,4/26/2011,6/3/2011,8/6/2011,1.266666667,2.104109589,Sold,FALSE
CEN0090,CENPH08,9/26/2010,4/26/2011,6/29/2011,8/31/2011,2.133333333,2.071232877,Sold,FALSE
CEN0091,CENPH08,9/1/2014,4/26/2011,12/20/2014,1/29/2015,1.633333333,1.315068493,Sold,TRUE
CEN0092,CENPH08,8/16/2014,4/26/2011,12/12/2014,1/27/2015,2.5,1.512328767,Sold,TRUE
CEN0093,CENPH08,2/2/2018,4/26/2011,5/25/2018,7/8/2018,2.533333333,1.446575342,Sold,TRUE
CEN0094,CENPH08,10/4/2014,4/26/2011,12/17/2014,1/27/2015,1.766666667,1.347945205,Sold,TRUE
CEN0095,CENPH08,3/27/2015,4/26/2011,7/8/2015,9/3/2015,2.166666667,1.873972603,Sold,TRUE
CEN0096,CENPH08,5/5/2011,4/26/2011,8/3/2011,10/25/2011,3.133333333,2.728767123,Sold,TRUE
CEN0097,CENPH08,8/27/2013,4/26/2011,12/9/2013,3/3/2014,1.433333333,2.761643836,Sold,TRUE
CEN0098,CENPH08,3/17/2010,4/26/2011,7/28/2011,9/30/2011,3.1,2.104109589,Sold,FALSE
CEN0099,CENPH08,6/23/2014,4/26/2011,10/20/2014,12/9/2014,2.9,1.643835616,Sold,TRUE
CEN0100,CENPH08,7/6/2014,4/26/2011,9/10/2014,11/4/2014,1.133333333,1.808219178,Sold,TRUE
CEN0101,CENPH08,7/27/2013,4/26/2011,9/13/2013,12/24/2013,0.9,3.353424658,Sold,TRUE
CEN0102,CENPH08,10/25/2010,4/26/2011,8/6/2011,10/16/2011,3.4,2.334246575,Sold,FALSE
CEN0103,CENPH08,1/11/2013,4/26/2011,4/3/2013,6/25/2013,2.8,2.728767123,Sold,TRUE
CEN0104,CENPH08,10/13/2017,4/26/2011,12/4/2017,1/30/2018,1.4,1.873972603,Sold,TRUE
CEN0105,CENPH08,7/25/2013,4/26/2011,10/23/2013,12/21/2013,1.766666667,1.939726027,Sold,TRUE
CEN0106,CENPH08,5/15/2009,4/26/2011,6/24/2011,8/13/2011,1.966666667,1.643835616,Sold,FALSE
CEN0107,CENPH08,10/1/2013,4/26/2011,12/22/2013,2/6/2014,2.8,1.512328767,Sold,TRUE
CEN0108,CENPH08,7/27/2013,4/26/2011,10/30/2013,1/8/2014,3.133333333,2.301369863,Sold,TRUE
CEN0109,CENPH08,9/24/2016,4/26/2011,11/11/2016,1/9/2017,3.133333333,1.939726027,Sold,TRUE
CEN0110,CENPH08,7/28/2017,4/26/2011,9/25/2017,11/24/2017,2.966666667,1.97260274,Sold,TRUE
CEN0111,CENPH08,7/22/2019,4/26/2011,10/22/2019,12/3/2019,2.033333333,1.380821918,Sold,TRUE
CEN0112,CENPH08,5/24/2009,4/26/2011,7/10/2011,9/28/2011,2.5,2.630136986,Sold,FALSE
CEN0113,CENPH08,3/6/2011,4/26/2011,8/8/2011,11/11/2011,3.466666667,3.123287671,Sold,FALSE
CEN0114,CENPH08,11/30/2015,4/26/2011,2/7/2016,4/1/2016,2.166666667,1.775342466,Sold,TRUE
CEN0115,CENPH08,1/17/2020,4/26/2011,4/25/2020,6/18/2020,1.066666667,1.775342466,Sold,TRUE
CEN0116,CENPH08,11/14/2016,4/26/2011,2/12/2017,4/3/2017,1.966666667,1.643835616,Sold,TRUE
CEN0117,CENPH08,7/1/2019,4/26/2011,10/17/2019,12/12/2019,3.333333333,1.84109589,Sold,TRUE
CEN0118,CENPH08,8/17/2011,4/26/2011,12/5/2011,2/19/2012,1.866666667,2.498630137,Sold,TRUE
CEN0119,CENPH08,1/27/2013,4/26/2011,4/14/2013,7/8/2013,0.866666667,2.794520548,Sold,TRUE
CEN0120,CENPH08,1/23/2020,4/26/2011,3/23/2020,5/19/2020,1.133333333,1.873972603,Sold,TRUE
CEN0121,CENPH08,4/14/2010,4/26/2011,6/4/2011,8/20/2011,1.3,2.531506849,Sold,FALSE
CEN0122,CENPH08,2/19/2016,4/26/2011,4/13/2016,5/27/2016,1.333333333,1.446575342,Sold,TRUE
CEN0123,CENPH08,6/2/2011,4/26/2011,9/4/2011,12/8/2011,1.6,3.123287671,Sold,TRUE
CEN0124,CENPH08,5/20/2012,4/26/2011,8/31/2012,11/23/2012,1.166666667,2.761643836,Sold,TRUE
CEN0125,CENPH08,1/30/2015,4/26/2011,4/17/2015,5/28/2015,1.866666667,1.347945205,Sold,TRUE
CEN0126,CENPH08,8/14/2015,4/26/2011,11/23/2015,1/22/2016,1.466666667,1.97260274,Sold,TRUE
CEN0127,CENPH08,5/30/2016,4/26/2011,7/16/2016,9/10/2016,1.9,1.84109589,Sold,TRUE
CEN0128,CENPH08,6/5/2018,4/26/2011,8/19/2018,10/15/2018,0.966666667,1.873972603,Sold,TRUE
CEN0129,CENPH08,6/18/2011,4/26/2011,8/9/2011,10/1/2011,2.366666667,1.742465753,Sold,TRUE
CEN0130,CENPH08,1/23/2013,4/26/2011,4/10/2013,7/17/2013,2,3.221917808,Sold,TRUE
CEN0131,CENPH08,6/7/2009,4/26/2011,7/18/2011,9/19/2011,2.766666667,2.071232877,Sold,FALSE
CEN0132,CENPH08,2/6/2020,4/26/2011,5/14/2020,7/8/2020,0.966666667,1.808219178,Sold,TRUE
CEN0133,CENPH08,4/6/2012,4/26/2011,7/22/2012,10/17/2012,1.1,2.860273973,Sold,TRUE
CEN0134,CENPH08,12/23/2017,4/26/2011,2/19/2018,4/13/2018,1.6,1.742465753,Sold,TRUE
CEN0135,CENPH08,3/24/2020,4/26/2011,5/6/2020,7/5/2020,0.866666667,1.97260274,Sold,TRUE
CEN0136,CENPH08,12/25/2014,4/26/2011,4/3/2015,5/24/2015,1.9,1.676712329,Sold,TRUE
CEN0137,CENPH08,5/5/2010,4/26/2011,6/30/2011,8/29/2011,2.166666667,1.97260274,Sold,FALSE
CEN0138,CENPH08,6/13/2011,4/26/2011,8/23/2011,11/2/2011,1.733333333,2.334246575,Sold,TRUE
CEN0139,CENPH08,5/28/2018,4/26/2011,8/30/2018,10/25/2018,2.2,1.84109589,Sold,TRUE
CEN0140,CENPH08,9/21/2012,4/26/2011,12/24/2012,2/26/2013,2.566666667,2.104109589,Sold,TRUE
CEN0141,CENPH08,3/13/2013,4/26/2011,7/1/2013,10/5/2013,1.233333333,3.156164384,Sold,TRUE
CEN0142,CENPH08,9/23/2011,4/26/2011,11/15/2011,1/15/2012,2.6,2.005479452,Sold,TRUE
CEN0143,CENPH08,6/19/2017,4/26/2011,10/5/2017,11/30/2017,2.733333333,1.84109589,Sold,TRUE
CEN0144,CENPH08,12/10/2020,4/26/2011,2/25/2021,3/24/2021,1.033333333,0.887671233,Sold,TRUE
CEN0145,CENPH08,4/14/2020,4/26/2011,5/29/2020,7/23/2020,1.066666667,1.808219178,Sold,TRUE
CEN0146,CENPH08,8/1/2020,4/26/2011,9/26/2020,11/22/2020,1.066666667,1.873972603,Sold,TRUE
CEN0147,CENPH08,8/26/2011,4/26/2011,11/25/2011,1/25/2012,3.066666667,2.005479452,Sold,TRUE
CEN0148,CENPH08,8/30/2009,4/26/2011,5/31/2011,7/24/2011,1.166666667,1.775342466,Sold,FALSE
CEN0149,CENPH08,3/11/2014,4/26/2011,5/30/2014,7/29/2014,2.033333333,1.97260274,Sold,TRUE
CEN0150,CENPH08,11/26/2020,4/26/2011,3/19/2021,4/18/2021,1,0.98630137,Sold,TRUE
CEN0151,CENPH08,7/7/2012,4/26/2011,8/27/2012,12/7/2012,2.866666667,3.353424658,Sold,TRUE
CEN0152,CENPH08,2/23/2015,4/26/2011,4/17/2015,6/7/2015,2.1,1.676712329,Sold,TRUE
CEN0153,CENPH08,10/17/2011,4/26/2011,12/22/2011,3/13/2012,3.333333333,2.695890411,Sold,TRUE
CEN0154,CENPH08,4/26/2018,4/26/2011,6/23/2018,8/18/2018,1.066666667,1.84109589,Sold,TRUE
CEN0155,CENPH08,1/27/2019,4/26/2011,4/30/2019,6/23/2019,2.166666667,1.775342466,Sold,TRUE
CEN0156,CENPH08,4/29/2012,4/26/2011,6/11/2012,8/29/2012,1.5,2.597260274,Sold,TRUE
CEN0157,CENPH08,3/20/2012,4/26/2011,7/8/2012,9/3/2012,1.466666667,1.873972603,Sold,TRUE
CEN0158,CENPH08,1/2/2014,4/26/2011,4/11/2014,5/29/2014,0.866666667,1.578082192,Sold,TRUE
CEN0159,CENPH08,2/27/2010,4/26/2011,8/14/2011,11/9/2011,3.666666667,2.860273973,Sold,FALSE
CEN0160,CENPH08,4/5/2010,4/26/2011,6/2/2011,7/23/2011,1.233333333,1.676712329,Sold,FALSE
CEN0161,CENPH08,5/21/2009,4/26/2011,7/26/2011,9/10/2011,3.033333333,1.512328767,Sold,FALSE
CEN0162,CENPH08,1/31/2022,4/26/2011,3/7/2022,4/8/2022,0.986193294,1.052054795,Sold,TRUE
CEN0163,CENPH08,3/30/2018,4/26/2011,7/15/2018,8/27/2018,2.5,1.41369863,Sold,TRUE
CEN0164,CENPH08,3/28/2018,4/26/2011,5/21/2018,6/30/2018,2.966666667,1.315068493,Sold,TRUE
CEN0165,CENPH06,11/19/2014,6/27/2016,10/2/2016,11/14/2016,3.233333333,1.41369863,Sold,FALSE
CEN0166,CENPH06,2/14/2015,10/21/2016,1/9/2017,3/5/2017,2.666666667,1.808219178,Sold,FALSE
CEN0167,CENPH06,2/28/2015,10/20/2016,12/10/2016,1/25/2017,1.7,1.512328767,Sold,FALSE
CEN0168,CENPH06,6/30/2014,2/14/2016,5/20/2016,7/4/2016,3.2,1.479452055,Sold,FALSE
CEN0169,CENPH06,4/2/2015,11/14/2016,2/24/2017,4/25/2017,3.4,1.97260274,Sold,FALSE
CEN0170,CENPH06,2/11/2015,10/26/2016,12/1/2016,1/25/2017,1.2,1.808219178,Sold,FALSE
CEN0171,CENPH06,8/17/2014,4/26/2016,7/22/2016,9/16/2016,2.9,1.84109589,Sold,FALSE
CEN0172,CENPH06,5/30/2016,1/7/2018,3/7/2018,4/30/2018,1.966666667,1.775342466,Sold,FALSE
CEN0173,CENPH06,11/22/2012,6/22/2014,9/30/2014,11/20/2014,3.333333333,1.676712329,Sold,FALSE
CEN0174,CENPH06,4/29/2016,11/27/2017,1/16/2018,3/4/2018,1.666666667,1.545205479,Sold,FALSE
CEN0175,CENPH06,8/28/2015,5/17/2017,7/18/2017,8/31/2017,2.066666667,1.446575342,Sold,FALSE
CEN0176,CENPH06,6/15/2013,2/22/2015,5/9/2015,6/18/2015,2.533333333,1.315068493,Sold,FALSE
CEN0177,CENPH06,9/23/2015,4/27/2017,6/25/2017,8/4/2017,1.966666667,1.315068493,Sold,FALSE
CEN0178,CENPH06,5/30/2016,1/7/2018,4/10/2018,5/30/2018,3.1,1.643835616,Sold,FALSE
CEN0179,CENPH06,12/6/2015,8/3/2017,10/2/2017,11/12/2017,2,1.347945205,Sold,FALSE
CEN0180,CENPH06,11/19/2012,7/5/2014,9/16/2014,11/3/2014,2.433333333,1.578082192,Sold,FALSE
CEN0181,CENPH06,12/4/2014,7/21/2016,9/21/2016,11/16/2016,2.066666667,1.84109589,Sold,FALSE
CEN0182,CENPH06,6/25/2014,1/26/2016,4/15/2016,5/31/2016,2.666666667,1.512328767,Sold,FALSE
CEN0183,CENPH06,1/4/2016,8/11/2017,11/18/2017,1/17/2018,3.3,1.97260274,Sold,FALSE
CEN0184,CENPH06,6/26/2016,3/7/2018,6/1/2018,7/15/2018,2.866666667,1.446575342,Sold,FALSE
CEN0185,CENPH06,6/21/2015,2/16/2017,3/27/2017,5/23/2017,1.3,1.873972603,Sold,FALSE
CEN0186,CENPH06,9/30/2015,4/27/2017,6/17/2017,8/10/2017,1.7,1.775342466,Sold,FALSE
CEN0187,CENPH06,1/30/2016,8/25/2017,11/21/2017,1/7/2018,2.933333333,1.545205479,Sold,FALSE
CEN0188,CENPH06,5/29/2016,1/29/2018,4/27/2018,6/16/2018,2.933333333,1.643835616,Sold,FALSE
CEN0189,CENPH06,1/7/2016,8/15/2017,9/20/2017,11/17/2017,1.2,1.906849315,Sold,FALSE
CEN0190,CENPH06,7/21/2016,2/24/2018,5/16/2018,6/26/2018,2.7,1.347945205,Sold,FALSE
CEN0191,CENPH06,4/8/2017,11/11/2018,2/19/2019,4/6/2019,3.333333333,1.512328767,Sold,FALSE
CEN0192,CENPH06,6/26/2016,1/19/2018,2/28/2018,4/24/2018,1.333333333,1.808219178,Sold,FALSE
CEN0194,CENPH07,12/11/2019,8/9/2021,9/2/2021,9/29/2021,0.8,0.887671233,Sold,FALSE
CEN0195,CENPH07,4/12/2018,12/7/2019,3/11/2020,4/25/2020,3.166666667,1.479452055,Sold,FALSE
CEN0196,CENPH07,3/1/2019,10/4/2020,12/15/2020,2/3/2021,2.4,1.643835616,Sold,FALSE
CEN0197,CENPH07,11/6/2019,5/26/2021,6/23/2021,7/26/2021,0.933333333,1.084931507,Sold,FALSE
CEN0198,CENPH07,2/10/2019,9/30/2020,10/29/2020,12/26/2020,0.966666667,1.906849315,Sold,FALSE
CEN0199,CENPH07,12/29/2018,7/26/2020,11/4/2020,12/19/2020,3.366666667,1.479452055,Sold,FALSE
CEN0200,CENPH07,9/11/2019,5/8/2021,6/9/2021,7/12/2021,1.066666667,1.084931507,Sold,FALSE
CEN0201,CENPH07,11/8/2018,6/24/2020,8/27/2020,10/12/2020,2.133333333,1.512328767,Sold,FALSE
CEN0202,CENPH07,1/4/2018,8/8/2019,9/13/2019,10/28/2019,1.2,1.479452055,Sold,FALSE
CEN0203,CENPH07,5/6/2019,11/26/2020,1/21/2021,2/19/2021,1.866666667,0.953424658,Sold,FALSE
CEN0204,CENPH07,7/31/2017,2/18/2019,5/12/2019,6/27/2019,2.766666667,1.512328767,Sold,FALSE
CEN0205,CENPH07,7/31/2017,3/19/2019,4/30/2019,6/13/2019,1.4,1.446575342,Sold,FALSE
CEN0206,CENPH07,5/30/2018,2/1/2020,5/16/2020,7/11/2020,3.5,1.84109589,Sold,FALSE
CEN0207,CENPH07,11/19/2017,8/10/2019,9/21/2019,11/15/2019,1.4,1.808219178,Sold,FALSE
CEN0208,CENPH07,7/30/2019,3/18/2021,4/16/2021,5/14/2021,0.966666667,0.920547945,Sold,FALSE
CEN0210,CENPH07,2/6/2020,9/20/2021,10/22/2021,11/17/2021,1.066666667,0.854794521,Sold,FALSE
CEN0213,CENPH07,9/13/2019,5/7/2021,6/10/2021,7/13/2021,1.133333333,1.084931507,Sold,FALSE
CEN0214,CENPH07,5/1/2021,12/18/2022,1/17/2023,2/13/2023,1,0.887671233,Sold,FALSE
CEN0219,CENPH07,3/19/2020,10/22/2021,11/26/2021,12/23/2021,1.166666667,0.887671233,Sold,FALSE
CEN0220,CENPH07,1/7/2021,7/31/2022,8/23/2022,9/24/2022,0.766666667,1.052054795,Sold,FALSE
CEN0224,CENPH07,2/8/2020,9/26/2021,10/30/2021,11/29/2021,1.133333333,0.98630137,Sold,FALSE
CEN0226,CENPH07,7/27/2018,2/20/2020,4/8/2020,5/22/2020,1.6,1.446575342,Sold,FALSE
CEN0227,CENPH07,12/29/2017,8/24/2019,12/5/2019,1/14/2020,3.433333333,1.315068493,Sold,FALSE
CEN0228,CENPH07,6/25/2016,2/10/2018,5/19/2018,7/4/2018,3.266666667,1.512328767,Sold,FALSE
CEN0229,CENPH07,6/25/2016,2/13/2018,5/27/2018,7/17/2018,3.433333333,1.676712329,Sold,FALSE
CEN0230,CENPH07,4/24/2020,11/26/2021,12/31/2021,1/25/2022,1.166666667,0.821917808,Sold,FALSE
CEN0232,CENPH07,4/24/2020,11/25/2021,12/21/2021,1/18/2022,0.866666667,0.920547945,Sold,FALSE
CEN0236,CENPH07,6/25/2016,1/12/2018,2/27/2018,4/19/2018,1.533333333,1.676712329,Sold,FALSE
CEN0237,CENPH07,6/25/2016,1/25/2018,2/25/2018,4/21/2018,1.033333333,1.808219178,Sold,FALSE
CEN0238,CENPH07,8/8/2018,4/6/2020,6/2/2020,7/28/2020,1.9,1.84109589,Sold,FALSE
CEN0239,CENPH07,6/25/2016,2/1/2018,3/23/2018,5/8/2018,1.666666667,1.512328767,Sold,FALSE
CEN0240,CENPH07,6/25/2016,2/28/2018,5/27/2018,7/16/2018,2.933333333,1.643835616,Sold,FALSE
CEN0241,CENPH07,7/29/2017,4/9/2019,5/26/2019,7/6/2019,1.566666667,1.347945205,Sold,FALSE
CEN0242,CENPH07,3/14/2018,10/10/2019,11/20/2019,1/6/2020,1.366666667,1.545205479,Sold,FALSE
CEN0243,CENPH07,3/11/2017,10/17/2018,12/22/2018,2/19/2019,2.2,1.939726027,Sold,FALSE
CEN0248,CENPH07,9/2/2020,5/20/2022,6/19/2022,7/20/2022,1,1.019178082,Sold,FALSE
CEN0251,CENPH07,7/29/2019,2/19/2021,3/15/2021,4/15/2021,0.8,1.019178082,Sold,FALSE
CEN0252,CENPH07,6/9/2018,1/5/2020,1/31/2020,3/24/2020,0.866666667,1.742465753,Sold,FALSE
CEN0253,CENPH07,4/7/2019,11/28/2020,12/30/2020,2/23/2021,1.066666667,1.808219178,Sold,FALSE
CEN0254,CENPH07,11/29/2018,7/27/2020,10/22/2020,12/12/2020,2.9,1.676712329,Sold,FALSE
CEN0255,CENPH07,8/29/2016,4/17/2018,6/10/2018,7/27/2018,1.8,1.545205479,Sold,FALSE
CEN0256,CENPH07,5/5/2017,1/13/2019,4/7/2019,5/24/2019,2.8,1.545205479,Sold,FALSE
CEN0257,CENPH07,11/29/2018,8/2/2020,10/4/2020,11/28/2020,2.1,1.808219178,Sold,FALSE
CEN0258,CENPH07,3/22/2018,11/29/2019,3/7/2020,4/17/2020,3.3,1.347945205,Sold,FALSE
CEN0259,CENPH07,5/24/2019,1/15/2021,2/17/2021,3/21/2021,1.1,1.052054795,Sold,FALSE
CEN0260,CENPH01,3/19/2016,3/6/2016,6/9/2016,8/3/2016,1.9,1.808219178,Sold,TRUE
CEN0261,CENPH01,11/8/2018,3/6/2016,1/4/2019,3/2/2019,1.8,1.873972603,Sold,TRUE
CEN0262,CENPH01,12/22/2019,3/6/2016,4/20/2020,5/31/2020,1.5,1.347945205,Sold,TRUE
CEN0263,CENPH01,2/27/2019,3/6/2016,6/24/2019,8/21/2019,2,1.906849315,Sold,TRUE
CEN0264,CENPH01,11/8/2018,3/6/2016,2/8/2019,3/21/2019,3.133333333,1.347945205,Sold,TRUE
CEN0265,CENPH01,10/8/2016,3/6/2016,12/5/2016,1/31/2017,2.2,1.873972603,Sold,TRUE
CEN0266,CENPH01,3/16/2014,3/6/2016,5/12/2016,7/10/2016,2.233333333,1.939726027,Sold,FALSE
CEN0267,CENPH01,3/16/2014,3/6/2016,4/10/2016,5/30/2016,1.166666667,1.643835616,Sold,FALSE
CEN0268,CENPH01,3/16/2014,3/6/2016,4/4/2016,5/21/2016,0.966666667,1.545205479,Sold,FALSE
CEN0269,CENPH01,3/16/2014,3/6/2016,6/1/2016,7/27/2016,2.9,1.84109589,Sold,FALSE
CEN0270,CENPH01,1/30/2015,3/6/2016,6/17/2016,8/2/2016,3.433333333,1.512328767,Sold,FALSE
CEN0271,CENPH01,1/30/2015,3/6/2016,6/22/2016,8/8/2016,3.6,1.545205479,Sold,FALSE
CEN0272,CENPH01,1/30/2015,3/6/2016,5/19/2016,7/4/2016,2.466666667,1.512328767,Sold,FALSE
CEN0273,CENPH01,1/30/2015,3/6/2016,4/13/2016,6/6/2016,1.266666667,1.775342466,Sold,FALSE
CEN0274,CENPH01,1/30/2015,3/6/2016,6/17/2016,8/3/2016,3.433333333,1.545205479,Sold,FALSE
CEN0275,CENPH01,2/27/2018,3/6/2016,6/6/2018,7/20/2018,2.366666667,1.446575342,Sold,TRUE
CEN0276,CENPH01,12/17/2016,3/6/2016,4/15/2017,6/9/2017,2.466666667,1.808219178,Sold,TRUE
CEN0277,CENPH01,2/14/2015,3/6/2016,6/8/2016,7/24/2016,3.133333333,1.512328767,Sold,FALSE
CEN0278,CENPH01,2/14/2015,3/6/2016,4/10/2016,6/5/2016,1.166666667,1.84109589,Sold,FALSE
CEN0279,CENPH01,6/22/2016,3/6/2016,9/22/2016,11/16/2016,2.4,1.808219178,Sold,TRUE
CEN0280,CENPH01,6/22/2016,3/6/2016,9/23/2016,11/10/2016,2.7,1.578082192,Sold,TRUE
CEN0281,CENPH01,6/22/2016,3/6/2016,10/13/2016,12/1/2016,2.533333333,1.610958904,Sold,TRUE
CEN0282,CENPH01,2/27/2016,3/6/2016,5/24/2016,7/18/2016,2.633333333,1.808219178,Sold,FALSE
CEN0283,CENPH01,6/5/2016,3/6/2016,9/7/2016,10/25/2016,2.2,1.578082192,Sold,TRUE
CEN0284,CENPH01,6/5/2016,3/6/2016,8/4/2016,9/19/2016,1.2,1.512328767,Sold,TRUE
CEN0285,CENPH02,4/25/2015,3/6/2016,5/15/2016,6/26/2016,2.333333333,1.380821918,Sold,FALSE
CEN0286,CENPH02,4/25/2015,3/6/2016,4/28/2016,6/18/2016,1.766666667,1.676712329,Sold,FALSE
CEN0287,CENPH02,4/25/2015,3/6/2016,5/18/2016,7/3/2016,2.433333333,1.512328767,Sold,FALSE
CEN0288,CENPH02,4/25/2015,3/6/2016,6/17/2016,7/28/2016,3.433333333,1.347945205,Sold,FALSE
CEN0289,CENPH02,4/25/2015,3/6/2016,5/9/2016,6/24/2016,2.133333333,1.512328767,Sold,FALSE
CEN0290,CENPH02,4/25/2015,3/6/2016,5/9/2016,6/21/2016,2.133333333,1.41369863,Sold,FALSE
CEN0291,CENPH02,4/25/2015,3/6/2016,6/1/2016,7/20/2016,2.9,1.610958904,Sold,FALSE
CEN0292,CENPH02,9/16/2015,3/6/2016,4/21/2016,6/14/2016,1.533333333,1.775342466,Sold,FALSE
CEN0293,CENPH02,9/23/2015,3/6/2016,5/7/2016,6/30/2016,2.066666667,1.775342466,Sold,FALSE
CEN0294,CENPH02,7/29/2016,3/6/2016,11/15/2016,1/6/2017,1.766666667,1.709589041,Sold,TRUE
CEN0295,CENPH02,7/17/2016,3/6/2016,9/15/2016,11/14/2016,2.733333333,1.97260274,Sold,TRUE
CEN0296,CENPH02,9/8/2017,3/6/2016,11/4/2017,12/31/2017,1.466666667,1.873972603,Sold,TRUE
CEN0297,CENPH02,11/20/2016,3/6/2016,2/1/2017,3/31/2017,1.533333333,1.906849315,Sold,TRUE
CEN0298,CENPH02,7/3/2016,3/6/2016,10/29/2016,12/13/2016,2.5,1.479452055,Sold,TRUE
CEN0299,CENPH02,2/18/2017,3/6/2016,5/1/2017,6/13/2017,3.033333333,1.41369863,Sold,TRUE
CEN0300,CENPH02,4/25/2015,3/6/2016,4/2/2016,5/25/2016,0.9,1.742465753,Sold,FALSE
CEN0301,CENPH02,4/25/2015,3/6/2016,4/5/2016,5/23/2016,1,1.578082192,Sold,FALSE
